id,name,slug,city,state,category,subcategory,address,phone,website,email,description,whatsapp_number,latitude,longitude,claimed,verified,created_at,google_maps_url,instagram_url,facebook_url,rating,review_count,featured
12002,Marriott International,mumbai-marriott-international,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 3, Ground Floor, Galleria Mall, Sector 3, Mumbai, Maharashtra - 380030",+919800002002,https://marriottinternational.in,info@marriottinternational.in,"About Marriott International: A premier choice for restaurant needs located in Mumbai. Marriott International, Inc. is based in Bethesda, Maryland, USA, and encompasses a portfolio of more than 7,300 properties in 30 leading hotel brands spanning 134 countries and territories. Its heritage can be traced to a root beer stand opened in Washington, D.C., in 1927 by J. Willard and Alice S. Marriott.",+919800002002,19.0634,72.8651,false,false,2026-06-13T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0634,72.8651",https://instagram.com/marriottinternational,https://facebook.com/marriottinternational,4.4,529,false
12003,Verizon Kitchen,mumbai-verizon-kitchen,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 4, Ground Floor, Galleria Mall, Sector 4, Mumbai, Maharashtra - 380045",+919800002003,https://verizonkitchen.in,info@verizonkitchen.in,"About Verizon Kitchen: A premier choice for restaurant needs located in Mumbai. With over 150 locations, Verizon is a global leader delivering innovative communications and technology solutions that improve the way our customers live, work, learn and play. Founded in 2000, the company operates America’s most reliable wireless network and the nation’s premier all-fiber network, and delivers integrated solutions to businesses worldwide. With brands like Yahoo, TechCrunch and HuffPost, the company’s media group helps consumers stay informed and entertained, communicate and transact, while creating new ways for advertisers and partners to connect.",+919800002003,19.0646,72.86630000000001,false,true,2026-06-12T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0646,72.86630000000001",https://instagram.com/verizonkitchen,https://facebook.com/verizonkitchen,3.6,526,false
12004,JW Marriott,mumbai-jw-marriott,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 5, Ground Floor, Galleria Mall, Sector 5, Mumbai, Maharashtra - 380060",+919800002004,https://jwmarriott.in,info@jwmarriott.in,"About JW Marriott: A premier choice for restaurant needs located in Mumbai. No loud pretense. No excess formalities. Just understated elegance you’ll feel the moment you walk into one of over 80 worldwide destinations. JW Marriott is part of Marriott International’s luxury portfolio and consists of beautiful properties in gateway cities and distinctive resort locations in 28 countries around the world. These elegant hotels cater to today’s sophisticated, self-assured travelers, offering them the quiet luxury they seek in a warmly authentic, relaxed atmosphere lacking in pretense. JW Marriott properties artfully provide highly crafted, anticipatory experiences that are reflective of their locale so that their guests have the time to focus and more.",+919800002004,19.0658,72.8675,true,false,2026-06-11T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0658,72.8675",https://instagram.com/jwmarriott,https://facebook.com/jwmarriott,4.5,520,false
12005,ITC Hotels,mumbai-itc-hotels,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 6, Ground Floor, Galleria Mall, Sector 1, Mumbai, Maharashtra - 380075",+919800002005,https://itchotels.in,info@itchotels.in,"About ITC Hotels: A premier choice for restaurant needs located in Mumbai. With the enduring ITC Hotels is one of India’s leading luxury hotel chains. It operates under four distinct brands with more than 100 hotels in over 70 destinations in the country. Integrating India’s fine tradition of hospitality with globally benchmarked services, the luxury hotels reflect the culture and ethos of each destination. With ‘Responsible Luxury’ as its guiding premise, ITC’s Luxury Collection hotels combine grandeur with intimacy to operate according to the highest principles of environmental stewardship. The brand features opulent accommodations, state-of-the-art business facilities, renowned signature cuisine and award-winning wellness experiences.",+919800002005,19.067,72.8687,false,false,2026-06-10T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.067,72.8687",https://instagram.com/itchotels,https://facebook.com/itchotels,4.4,516,false
12006,Fujitsu Flavours,mumbai-fujitsu-flavours,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 7, Ground Floor, Galleria Mall, Sector 2, Mumbai, Maharashtra - 380090",+919800002006,https://fujitsuflavours.in,info@fujitsuflavours.in,"About Fujitsu Flavours: A premier choice for restaurant needs located in Mumbai. Fujitsu is the leading Japanese information and communication technology (ICT) company, offering a full range of technology products, solutions, and services. Approximately 132,000 Fujitsu people support customers in more than 100 countries. We use our experience and the power of ICT to shape the future of society with our customers.",+919800002006,19.0682,72.8699,false,true,2026-06-09T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0682,72.8699",https://instagram.com/fujitsuflavours,https://facebook.com/fujitsuflavours,3.8,509,true
12007,ISS Facility,mumbai-iss-facility,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 8, Ground Floor, Galleria Mall, Sector 3, Mumbai, Maharashtra - 380105",+919800002007,https://issfacility.in,info@issfacility.in,"About ISS Facility: A premier choice for restaurant needs located in Mumbai. The ISS Group is one of the world's leading Facility services companies, operating in 74 countries worldwide ISS is one of only a few industry players able to self-deliver services on a global scale. By integrating and optimizing the operational processes ISS manages the variety of needs within customers’ facilities seamlessly, thereby enabling the delivery of a consistent quality and a flexible service mix – at all times and in all places. ISS was originally founded in 1901 and has over a century of international experience and global success in the Facility Management arena.",+919800002007,19.0694,72.8711,false,false,2026-06-08T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0694,72.8711",https://instagram.com/issfacility,https://facebook.com/issfacility,4.1,506,false
12008,Tata Chemicals,mumbai-tata-chemicals,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 9, Ground Floor, Galleria Mall, Sector 4, Mumbai, Maharashtra - 380120",+919800002008,https://tatachemicals.in,info@tatachemicals.in,"About Tata Chemicals: A premier choice for restaurant needs located in Mumbai. Established in 1939 in Mithapur in the Indian state of Gujarat, Tata Chemicals Limited (TCL) is a part of the US$ 110 billion Tata Group. A global company, we serve customers across 40+ countries in five continents. We bring together our knowledge, expertise and innovation prowess to positively impact industries, consumers and farmers with our science-led products spread across three business verticals - Basic Chemistry, Consumer Products and Specialty Products. The story of the company is about harnessing the fruits of science for goals that go beyond business. Tata Chemicals has been rated as one of the top and more.",+919800002008,19.0706,72.87230000000001,true,false,2026-06-07T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0706,72.87230000000001",https://instagram.com/tatachemicals,https://facebook.com/tatachemicals,4.3,500,false
12009,Medanta the Medicity,mumbai-medanta-the-medicity,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 10, Ground Floor, Galleria Mall, Sector 5, Mumbai, Maharashtra - 380135",+919800002009,https://medantathemedicity.in,info@medantathemedicity.in,"About Medanta the Medicity: A premier choice for restaurant needs located in Mumbai. A vision that first came to Dr. Naresh Trehan, while practising surgery at the NYU Medical Center in the USA. For every 1000 Indian patients he treated there, another 1000 couldn’t even afford to fly down. That’s when he realised that India needed to have an advance multispecialty medical institution of its own. An institution which not only treats, but trains and innovates too, while providing international standards of technology, infrastructure, clinical care, and a fusion of traditional Indian and modern medicine. All at one-tenth the cost. That’s how Medanta was born in 2009",+919800002009,19.0718,72.8735,false,true,2026-06-06T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0718,72.8735",https://instagram.com/medantathemedicity,https://facebook.com/medantathemedicity,4.2,495,false
12010,Vfs Rasoi,mumbai-vfs-rasoi,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 11, Ground Floor, Galleria Mall, Sector 1, Mumbai, Maharashtra - 380150",+919800002010,https://vfsrasoi.in,info@vfsrasoi.in,"About Vfs Rasoi: A premier choice for restaurant needs located in Mumbai. VFS Global is the world's largest outsourcing and technology services specialist for governments and diplomatic missions worldwide. The company manages the administrative and non-judgmental tasks related to visa, passport, identity management and other citizen services for its client governments. This enables them to focus entirely on the critical task of assessment.",+919800002010,19.073,72.8747,false,false,2026-06-15T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.073,72.8747",https://instagram.com/vfsrasoi,https://facebook.com/vfsrasoi,3.8,492,false
12011,Jindal Stainless,mumbai-jindal-stainless,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 12, Ground Floor, Galleria Mall, Sector 2, Mumbai, Maharashtra - 380165",+919800002011,https://jindalstainless.in,info@jindalstainless.in,"About Jindal Stainless: A premier choice for restaurant needs located in Mumbai. Jindal Stainless Limited is one of the largest manufacturers of stainless steel in India with a capacity of 1.1 million tons per annum. A leader and a name synonymous with Enterprise, Excellence and Success, the company’s ethos mirrors most characteristics similar to the metal it produces; Akin to stainless steel Jindal Stainless Limited is innovative and versatile in its thought process; strong and unrelenting in its operations. The state-of-the-art unit of Jindal Stainless is located in the eastern part of India in the state of Odisha. The plant comprises of 250,000 tons per annum of Ferro Alloy’s facilities and more.",+919800002011,19.0742,72.8759,false,false,2026-06-14T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0742,72.8759",https://instagram.com/jindalstainless,https://facebook.com/jindalstainless,4.2,488,false
12012,Factset Research Systems,mumbai-factset-research-systems,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 13, Ground Floor, Galleria Mall, Sector 3, Mumbai, Maharashtra - 380180",+919800002012,https://factsetresearchsystems.in,info@factsetresearchsystems.in,"About Factset Research Systems: A premier choice for restaurant needs located in Mumbai. FactSet creates flexible, open data and software solutions for tens of thousands of investment professionals around the world, providing instant access to financial data and analytics that investors use to make crucial decisions. For 40 years, through market changes and technological progress, our focus has always been to provide exceptional client service. From more than 60 offices in 24 countries, we’re all working together toward the goal of creating value for our clients, and we’re proud that 95% of asset managers who use FactSet continue to use FactSet, year after year.",+919800002012,19.0754,72.8771,true,true,2026-06-13T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0754,72.8771",https://instagram.com/factsetresearchsystems,https://facebook.com/factsetresearchsystems,3.9,470,true
12013,Tesco Bistro,mumbai-tesco-bistro,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 14, Ground Floor, Galleria Mall, Sector 4, Mumbai, Maharashtra - 380195",+919800002013,https://tescobistro.in,info@tescobistro.in,"About Tesco Bistro: A premier choice for restaurant needs located in Mumbai. One of the world’s largest retailers of consumer goods from food to fashion. Serving customers a little better every day in our stores and online is at the heart of everything we do. Founded in 1919 by Jack Cohen using the £30 he received on leaving the Royal Flying Corp, we’ve come a long way from his small market stall in East London. Today over 400,000 colleagues work across our stores, office, distribution and customer engagement centres in the UK, Europe and Asia.",+919800002013,19.0766,72.87830000000001,false,false,2026-06-12T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0766,72.87830000000001",https://instagram.com/tescobistro,https://facebook.com/tescobistro,4.0,469,false
12014,ISGEC Treats,mumbai-isgec-treats,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 15, Ground Floor, Galleria Mall, Sector 5, Mumbai, Maharashtra - 380210",+919800002014,https://isgectreats.in,info@isgectreats.in,"About ISGEC Treats: A premier choice for restaurant needs located in Mumbai. Isgec Heavy Engineering Ltd. is a multi-product, multi-location public company that has been providing engineering solutions to customers around the world for the past 85 years. We rank 329 in the ET 500 listing, 321 in the Fortune India 500 listing and 373 in the Business Today 500 listing. What drives us is our motto - Engineering for Excellence. And we use our skills as qualified and experienced engineers to achieve excellence. Excellence in all we do, so that our clients may achieve excellence in all that they do. With 900 qualified engineers and as many technicians on and more.",+919800002014,19.0778,72.87950000000001,false,false,2026-06-11T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0778,72.87950000000001",https://instagram.com/isgectreats,https://facebook.com/isgectreats,4.0,468,false
12015,Lumax Industries,mumbai-lumax-industries,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 16, Ground Floor, Galleria Mall, Sector 1, Mumbai, Maharashtra - 380225",+919800002015,https://lumaxindustries.in,info@lumaxindustries.in,"About Lumax Industries: A premier choice for restaurant needs located in Mumbai. Lumax Industries is a publicly listed company under the renowned D.K. Jain Group, founded by the visionary Late Sh. S.C. Jain. From a modest beginning to soaring heights, Lumax Industries is now a market leader in the Indian Automobile Lighting Business. Today Lumax Industries, which started as a trading company in 1945, is a full-capability provider of premium quality automotive lighting solutions for four wheeler,two wheeler and commercial vehicles, catering to automobile manufacturing in Indian & Global markets.Under the leadership of Mr D.K. Jain, the company’s endeavour is to raise the bar for ourselves and consistently develop processes and more.",+919800002015,19.079,72.8807,false,true,2026-06-10T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.079,72.8807",https://instagram.com/lumaxindustries,https://facebook.com/lumaxindustries,4.0,467,false
12016,HCL ISD,mumbai-hcl-isd,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 17, Ground Floor, Galleria Mall, Sector 2, Mumbai, Maharashtra - 380240",+919800002016,https://hclisd.in,info@hclisd.in,"About HCL ISD: A premier choice for restaurant needs located in Mumbai. HCL ISD is a leading IT services company (known and registered as HCL Comnet in the Indian market and a subsidiary of HCL Technologies Ltd.). A focused player in the IT services arena, HCL ISD seeks to provide simplified infrastructure solutions through delivering high-performance management services for complex, distributed infrastructure environments encompassing the Internet, Client and legacy based infrastructures. HCL ISD addresses the growing demand for the cost-effective management of technology infrastructure across geographically dispersed locations. With a mission to develop innovative solutions for enterprises worldwide, the company has developed a unique model for Remote IT infrastructure management and more.",+919800002016,19.0802,72.8819,true,false,2026-06-09T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0802,72.8819",https://instagram.com/hclisd,https://facebook.com/hclisd,3.9,463,false
12017,Cinépolis Platter,mumbai-cinpolis-platter,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 18, Ground Floor, Galleria Mall, Sector 3, Mumbai, Maharashtra - 380255",+919800002017,https://cinpolisplatter.in,info@cinpolisplatter.in,"About Cinépolis Platter: A premier choice for restaurant needs located in Mumbai. Cinépolis was founded in Mexico in the city of Morelia, Michoacán in 1971. Today it has positioned itself as the world’s 2nd largest movie theater circuit in attendance, operating 738 cinema complexes, 5,848 screens and over 11,52,480 seats across 17 countries, serving more than 338.4 million patrons worldwide. It was the first cinema exhibitor in the world to pioneer the concept of luxury movie theatres, establishing the first luxury theatre experience in 1999 in Mexico City. Cinépolis aspires to provide its guests with the best overall experience in film entertainment and employs a global workforce of more than and more.",+919800002017,19.0814,72.8831,false,false,2026-06-08T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0814,72.8831",https://instagram.com/cinpolisplatter,https://facebook.com/cinpolisplatter,4.1,462,false
12018,Hyatt Regency,mumbai-hyatt-regency,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 19, Ground Floor, Galleria Mall, Sector 4, Mumbai, Maharashtra - 380270",+919800002018,https://hyattregency.in,info@hyattregency.in,"About Hyatt Regency: A premier choice for restaurant needs located in Mumbai. In 1967, Hyatt Regency Atlanta opened its doors to American civil rights leaders who had been turned away elsewhere. They called it the ""Hotel of Hope."" Our mission of bringing people together and fostering connections continues today, at more than 175 Hyatt Regency hotels and resorts worldwide.",+919800002018,19.0826,72.88430000000001,false,true,2026-06-07T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0826,72.88430000000001",https://instagram.com/hyattregency,https://facebook.com/hyattregency,4.6,461,true
12019,Heritage Foods India,mumbai-heritage-foods-india,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 20, Ground Floor, Galleria Mall, Sector 5, Mumbai, Maharashtra - 380285",+919800002019,https://heritagefoodsindia.in,info@heritagefoodsindia.in,"About Heritage Foods India: A premier choice for restaurant needs located in Mumbai. The Heritage Foods Limited was founded by Mr. Nara Chandrababu Naidu in the year 1992, which is one of the fastest growing Public Listed Companies in India, with two business divisions - Dairy and Renewable Energy. The annual turnover of Heritage Foods crossed INR 2482 crores in the financial year 2018-19. Currently, Heritage's milk and milk products have a market presence in Andhra Pradesh, Telangana, Karnataka, Kerala, Tamil Nadu, Maharastra, Odisha, NCR Delhi, Haryana, Rajasthan, Punjab, Uttarakhand, Himachal Pradesh, Uttar Pradesh & Madhya Pradesh. In the year 1994, HFL went public and was oversubscribed 54 times. HFL and more.",+919800002019,19.0838,72.88550000000001,false,false,2026-06-06T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0838,72.88550000000001",https://instagram.com/heritagefoodsindia,https://facebook.com/heritagefoodsindia,4.0,461,false
12020,Welspun India,mumbai-welspun-india,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 21, Ground Floor, Galleria Mall, Sector 1, Mumbai, Maharashtra - 380300",+919800002020,https://welspunindia.in,info@welspunindia.in,"About Welspun India: A premier choice for restaurant needs located in Mumbai. We provide professional services in the community and are committed to customer satisfaction, quality delivery, and operational excellence. As a leading presence in Mumbai, they focus on delivering customized solutions, ensuring every client receives the best care, product, or service possible. Check out their services or reach out directly for bookings, inquiries, and custom operational schedules.",+919800002020,19.085,72.8867,true,false,2026-06-15T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.085,72.8867",https://instagram.com/welspunindia,https://facebook.com/welspunindia,4.3,461,false
12021,NCR Corporation,mumbai-ncr-corporation,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 22, Ground Floor, Galleria Mall, Sector 2, Mumbai, Maharashtra - 380315",+919800002021,https://ncrcorporation.in,info@ncrcorporation.in,"About NCR Corporation: A premier choice for restaurant needs located in Mumbai. At NCR, we know digital has completely changed how brands compete. To differentiate and win more business, having a digital-first mindset is key—even for physical locations—it’s the way to meet consumers in every moment and transform transactions into meaningful interactions. Shaping the future for 134 years, NCR is the world’s enterprise technology leader for restaurants, retailers and banks. The #1 global POS software provider for retail and hospitality, and the #1 provider of multi-vendor ATM software, we create software, hardware and services that run the enterprise from back office to the front end and everything in between for and more.",+919800002021,19.0862,72.8879,false,true,2026-06-14T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0862,72.8879",https://instagram.com/ncrcorporation,https://facebook.com/ncrcorporation,4.0,460,false
12022,Orion Edutech,mumbai-orion-edutech,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 23, Ground Floor, Galleria Mall, Sector 3, Mumbai, Maharashtra - 380330",+919800002022,https://orionedutech.in,info@orionedutech.in,"About Orion Edutech: A premier choice for restaurant needs located in Mumbai. ""The National Skill Development Corporation (NSDC) partnered and an ISO 9001:2015 certified company, Orion Edutech is the brainchild of Mr. Sanjeev Kothari and Mr. Manish Agarwal. Founded in 2006, it has been our motto since then to create promising champions of the future by bridging the gap between the demand and supply of skilled workforce in the industry. Building trust and meeting our commitments are our core values.""",+919800002022,19.0874,72.8891,false,false,2026-06-13T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0874,72.8891",https://instagram.com/orionedutech,https://facebook.com/orionedutech,3.5,455,false
12023,Escorts Agri Machinery,mumbai-escorts-agri-machinery,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 24, Ground Floor, Galleria Mall, Sector 4, Mumbai, Maharashtra - 380345",+919800002023,https://escortsagrimachinery.in,info@escortsagrimachinery.in,"About Escorts Agri Machinery: A premier choice for restaurant needs located in Mumbai. The pioneer of farm mechanization in India, Escorts Agri Machinery has in the last seven decades, committed itself to enhancing India’s agricultural productivity and add value to the farmer’s life. Escorts currently provides technologically superior range of 12 HP to 75 HP tractors with under two star brands - Farmtrac and Powertrac. With a growing network of over 800 customer touch-points, Escorts Agri Machinery ensures the satisfaction of its customer base of over 14,00,000 and also promises maximum uptime of their tractors and equipment.",+919800002023,19.0886,72.89030000000001,false,false,2026-06-12T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0886,72.89030000000001",https://instagram.com/escortsagrimachinery,https://facebook.com/escortsagrimachinery,4.2,455,false
12024,Northern Trust Operating...,mumbai-northern-trust-operating,Mumbai,Maharashtra,Restaurant,Premium Restaurant,"Shop No. 25, Ground Floor, Galleria Mall, Sector 5, Mumbai, Maharashtra - 380360",+919800002024,https://northerntrustoperating.in,info@northerntrustoperating.in,"About Northern Trust Operating...: A premier choice for restaurant needs located in Mumbai. We serve the world’s most successful individuals, families and institutions through deep expertise, a culture of unwavering values and operational precision—working closely with every client to help them achieve something greater. For more than a century, Northern Trust has worked hard building our legacy of outstanding service, expertise and integrity. From our roots as a trust bank to a global presence today—with nearly 20,000 employees across offices in 20 states and Washington, D.C., and 23 international locations—our foundation of strength and stability helps clients grow with confidence.",+919800002024,19.0898,72.89150000000001,true,true,2026-06-11T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0898,72.89150000000001",https://instagram.com/northerntrustoperating,https://facebook.com/northerntrustoperating,4.2,452,true
12025,Pratap Technocrats,mumbai-pratap-technocrats,Mumbai,Maharashtra,Cafe,Premium Cafe,"Shop No. 1, Ground Floor, Galleria Mall, Sector 1, Mumbai, Maharashtra - 380000",+919800002025,https://prataptechnocrats.in,info@prataptechnocrats.in,"About Pratap Technocrats: A premier choice for cafe needs located in Mumbai. Pratap Technocrats established in 1998 spearheads the Telecom vertical of Pratap group of companies. The company has witnessed exponential growth since its inception, catapulting it to being one of the most trusted managed service partners in the telecom sector. We cater to major IP’s and Operators and have a PAN India presence covering 22 states, 16 Telecom Circles and own offices in all circles. We have a strong team force of 10K resources , in-house training center , Innovative technology support , Ready Infrastructure to support large scale projects and best in class penetration in rural and urban India.",+919800002025,19.061,72.8627,true,true,2026-06-15T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.061,72.8627",https://instagram.com/prataptechnocrats,https://facebook.com/prataptechnocrats,3.9,261,true
12026,ThyssenKrupp Industries ...,mumbai-thyssenkrupp-industries,Mumbai,Maharashtra,Cafe,Premium Cafe,"Shop No. 2, Ground Floor, Galleria Mall, Sector 2, Mumbai, Maharashtra - 380015",+919800002026,https://thyssenkruppindustries.in,info@thyssenkruppindustries.in,"About ThyssenKrupp Industries ...: A premier choice for cafe needs located in Mumbai. thyssenkrupp Industries India Pvt. Ltd. (tkII) in the last seven decades has grown to become one of the most trusted names in the fields of Sugar Plants & Machinery, Open Cast Mining & Bulk Material Handling Systems, Cement Plants & Machinery and Boilers & Power plants. Today with strong foundations and access to world-class technology tkII’s plantmaking capabilities are helping the industry become competitive world over. tkII’s strategic vision as an EPC Contractor to execute turnkey projects is derived from its core strength of integrated engineering expertise & automation in manufacturing backed by an excellent team of and more.",+919800002026,19.0622,72.8639,false,false,2026-06-14T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0622,72.8639",https://instagram.com/thyssenkruppindustries,https://facebook.com/thyssenkruppindustries,4.1,255,false
12027,1point1 Tea House,mumbai-1point1-tea-house,Mumbai,Maharashtra,Cafe,Premium Cafe,"Shop No. 3, Ground Floor, Galleria Mall, Sector 3, Mumbai, Maharashtra - 380030",+919800002027,https://1point1teahouse.in,info@1point1teahouse.in,"About 1point1 Tea House: A premier choice for cafe needs located in Mumbai. Working to co-create a better future with our clients, we challenge legacy thinking and drive sustainable transformation. Headquartered in Navi Mumbai, 1Point1 is a Public Listed Company that helps businesses build better capabilities and enables them to achieve seamless growth. Ours is an ISO 9001:2015 & ISO/IES 27001:2013 organisation with over 75 unique processes bringing valuable and enduring impacts. Our team of IT experts and research analysts works for broad spectrum of industries. We bring business intelligence and technology expertise on a unified platform to catalyze enterprise transformation and improve customer experience. As a business process management and more.",+919800002027,19.0634,72.8651,false,false,2026-06-13T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0634,72.8651",https://instagram.com/1point1teahouse,https://facebook.com/1point1teahouse,3.4,253,false
12028,Shriram General Insuranc...,mumbai-shriram-general-insuranc,Mumbai,Maharashtra,Cafe,Premium Cafe,"Shop No. 4, Ground Floor, Galleria Mall, Sector 4, Mumbai, Maharashtra - 380045",+919800002028,https://shriramgeneralinsuranc.in,info@shriramgeneralinsuranc.in,"About Shriram General Insuranc...: A premier choice for cafe needs located in Mumbai. In today's age of consumerism, insurance requirements have expanded to keep pace with the increasing risks. Today we have wide assortment of risk coverage commencing from ransom to wedding, shops to assets, travel to vehicles etc... General Insurance companies have willingly catered to these increasing demands and have offered plethora of insurance covers that almost cover anything and everything under the sun. Hence foreseeing the General Insurance business as a Sunrise Industry, Shriram Group has entered into this business and as a result Shriram General Insurance came into existence. Upto Sept 2012 it was a 74:26 Joint and more.",+919800002028,19.0646,72.86630000000001,false,true,2026-06-12T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0646,72.86630000000001",https://instagram.com/shriramgeneralinsuranc,https://facebook.com/shriramgeneralinsuranc,3.9,247,false
12029,Siemens Technology and S...,mumbai-siemens-technology-and-s,Mumbai,Maharashtra,Cafe,Premium Cafe,"Shop No. 5, Ground Floor, Galleria Mall, Sector 5, Mumbai, Maharashtra - 380060",+919800002029,https://siemenstechnologyands.in,info@siemenstechnologyands.in,"About Siemens Technology and S...: A premier choice for cafe needs located in Mumbai. Siemens' long-term commitment in India began in 1867, when Werner von Siemens personally supervised the setting up of the first telegraph line between London and Calcutta. Today, Siemens has 22 factories located across the country, eight Centres of Competence, 11 R&D centers, and a nationwide sales and service network. Siemens India manufactures steam turbines, turbo compressors, high-voltage switchgear (circuit breakers, disconnectors and gas-insulated switchgear), switchboards, remote monitoring systems (RMS), fire detectors and suppression systems, motors and generators, relays and Smart Grid systems, transformers, and advanced medical imaging equipment. The factories replicate global, best-in-class manufacturing systems and and more.",+919800002029,19.0658,72.8675,true,false,2026-06-11T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0658,72.8675",https://instagram.com/siemenstechnologyands,https://facebook.com/siemenstechnologyands,4.1,244,false
12030,Evolve & Se...,mumbai-evolve-and-se,Mumbai,Maharashtra,Cafe,Premium Cafe,"Shop No. 6, Ground Floor, Galleria Mall, Sector 1, Mumbai, Maharashtra - 380075",+919800002030,https://evolvese.in,info@evolvese.in,"About Evolve & Se...: A premier choice for cafe needs located in Mumbai. Evolve Technologies, established in 1991, is one of the Top Telecom Recruitment Agencies in India, offering a range of recruitment services to telecom and telecom ancillary sector. A telecom recruitment and staffing company, it provides a full range of solutions including temporary and permanent staffing, outsourcing and managed services. For the past 20 years, Evolve has offered enriching client experiences to multinational telecom operators (Vodafone, Idea, JIO & more) and original equipment manufacturers (Ericsson, Nokia, Samsung, Huawei & more). Over 4500+ Associates have been hired at various levels across India. Evolve has been recognized as a “partner and more.",+919800002030,19.067,72.8687,false,false,2026-06-10T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.067,72.8687",https://instagram.com/evolvese,https://facebook.com/evolvese,4.1,244,false
12031,Hi Tech Gears,mumbai-hi-tech-gears,Mumbai,Maharashtra,Cafe,Premium Cafe,"Shop No. 7, Ground Floor, Galleria Mall, Sector 2, Mumbai, Maharashtra - 380090",+919800002031,https://hitechgears.in,info@hitechgears.in,About Hi Tech Gears: A premier choice for cafe needs located in Mumbai. The Hi-Tech Gears Ltd. is an auto component manufacturer (a Tier 1 supplier) of world-class repute. We have been servicing diverse clients across the globe for engine and transmission components produced to the most exacting standards. We are growing at an enormous pace as the world marketplace is getting more and more connected. We remain a customer-centric organization. We are obsessed with world-class benchmarking and are continuously challenging ourselves in trying to align with global customers. We are keen students of Lean Manufacturing Principles and TPM practices. We have institutionalized improvements as a way of working in and more.,+919800002031,19.0682,72.8699,false,true,2026-06-09T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=19.0682,72.8699",https://instagram.com/hitechgears,https://facebook.com/hitechgears,4.1,243,true
